event,username,day,month,year,hour,minute,second
connected,fabimontans,27,4,2024,3,21,14
online,DiegoPlusUltra,27,4,2024,3,32,47
connected,DiegoPlusUltra,27,4,2024,3,41,41
disconnected,fabimontans,27,4,2024,5,15,27
offline,fabimontans,27,4,2024,5,16,58
disconnected,DiegoPlusUltra,27,4,2024,5,50,45
offline,DiegoPlusUltra,27,4,2024,5,50,47
disconnected,Altoemilius,27,4,2024,6,52,29
offline,Altoemilius,27,4,2024,6,52,32
offline,Altoemilius,27,4,2024,6,52,33
disconnected,Saborcito,27,4,2024,7,5,0
offline,Saborcito,27,4,2024,7,5,0
offline,,27,4,2024,20,37,43
online,,27,4,2024,20,46,12
online,Altoemilius,27,4,2024,21,33,39
online,Altoemilius,27,4,2024,21,33,39
offline,Altoemilius,27,4,2024,21,40,19
offline,Altoemilius,27,4,2024,21,40,19
online,Saborcito,27,4,2024,22,47,44
offline,Saborcito,27,4,2024,22,47,51
online,fabimontans,28,4,2024,2,16,38
offline,fabimontans,28,4,2024,5,15,18
online,Saborcito,28,4,2024,23,39,45
offline,Saborcito,28,4,2024,23,44,16
online,Altoemilius,29,4,2024,1,56,54
online,Altoemilius,29,4,2024,1,56,54
online,Saborcito,29,4,2024,2,17,55
online,Altoemilius,29,4,2024,2,20,13
online,Altoemilius,29,4,2024,2,20,13
connected,Altoemilius,29,4,2024,2,38,49
online,fabimontans,29,4,2024,2,41,58
connected,fabimontans,29,4,2024,2,42,6
connected,Saborcito,29,4,2024,2,42,49
disconnected,fabimontans,29,4,2024,4,39,51
disconnected,Altoemilius,29,4,2024,4,39,51
disconnected,Saborcito,29,4,2024,4,39,51
offline,Altoemilius,29,4,2024,4,39,54
offline,Altoemilius,29,4,2024,4,39,54
offline,fabimontans,29,4,2024,4,41,32
offline,Saborcito,29,4,2024,4,41,49
online,Saborcito,29,4,2024,22,38,54
offline,Saborcito,29,4,2024,22,40,53
online,fabimontans,30,4,2024,2,14,16
online,Altoemilius,30,4,2024,2,18,57
online,Altoemilius,30,4,2024,2,18,57
online,Saborcito,30,4,2024,2,21,50
connected,fabimontans,30,4,2024,2,29,59
connected,Altoemilius,30,4,2024,2,33,55
connected,Saborcito,30,4,2024,2,35,15
disconnected,Altoemilius,30,4,2024,4,36,44
disconnected,fabimontans,30,4,2024,4,36,44
disconnected,Saborcito,30,4,2024,4,36,44
offline,Altoemilius,30,4,2024,4,36,47
offline,Altoemilius,30,4,2024,4,36,47
offline,Saborcito,30,4,2024,4,38,25
offline,fabimontans,30,4,2024,4,38,29
offline,,30,4,2024,13,52,0
online,,30,4,2024,13,59,6
offline,,30,4,2024,18,58,13
online,,30,4,2024,19,9,37
offline,,30,4,2024,19,17,9
offline,,30,4,2024,19,19,10
online,,30,4,2024,19,21,37
online,,30,4,2024,19,42,39
offline,,30,4,2024,19,44,39
online,,30,4,2024,20,4,50
offline,,30,4,2024,20,6,50
online,,30,4,2024,20,16,56
offline,,30,4,2024,21,4,47
online,,30,4,2024,21,12,16
offline,,30,4,2024,22,39,18
online,,30,4,2024,22,48,31
offline,,30,4,2024,23,47,23
online,,30,4,2024,23,50,5
online,Saborcito,1,5,2024,1,7,36
offline,Saborcito,1,5,2024,1,7,41
online,fabimontans,1,5,2024,2,7,21
online,Saborcito,1,5,2024,2,36,25
offline,Saborcito,1,5,2024,2,36,34
online,Saborcito,1,5,2024,2,50,31
connected,Saborcito,1,5,2024,2,56,28
connected,fabimontans,1,5,2024,2,59,37
online,DiegoPlusUltra,1,5,2024,3,10,55
connected,DiegoPlusUltra,1,5,2024,3,17,13
offline,Saborcito,1,5,2024,3,33,33
disconnected,Saborcito,1,5,2024,3,33,33
online,Saborcito,1,5,2024,3,33,41
connected,Saborcito,1,5,2024,3,33,41
online,DiegoPlusUltra,1,5,2024,3,35,19
online,Altoemilius,1,5,2024,4,27,40
online,Altoemilius,1,5,2024,4,27,40
online,Altoemilius,1,5,2024,4,28,7
online,Altoemilius,1,5,2024,4,28,7
connected,Altoemilius,1,5,2024,4,28,14
disconnected,Saborcito,1,5,2024,5,1,11
connected,Saborcito,1,5,2024,5,1,14
disconnected,Saborcito,1,5,2024,5,1,18
offline,Saborcito,1,5,2024,5,3,8
disconnected,DiegoPlusUltra,1,5,2024,5,8,6
offline,DiegoPlusUltra,1,5,2024,5,8,6
online,DiegoPlusUltra,1,5,2024,5,8,50
connected,DiegoPlusUltra,1,5,2024,5,8,55
disconnected,fabimontans,1,5,2024,5,47,17
disconnected,Altoemilius,1,5,2024,5,47,19
disconnected,DiegoPlusUltra,1,5,2024,5,47,19
offline,DiegoPlusUltra,1,5,2024,5,47,22
offline,Altoemilius,1,5,2024,5,47,22
offline,Altoemilius,1,5,2024,5,47,22
offline,fabimontans,1,5,2024,5,49,10
offline,,1,5,2024,14,20,51
online,,1,5,2024,14,28,42
online,Saborcito,1,5,2024,14,41,1
offline,Saborcito,1,5,2024,15,10,0
online,Saborcito,2,5,2024,0,54,2
offline,Saborcito,2,5,2024,0,54,15
online,Altoemilius,2,5,2024,1,56,50
online,Altoemilius,2,5,2024,1,56,50
online,fabimontans,2,5,2024,2,6,27
online,fabimontans,2,5,2024,2,23,35
online,Saborcito,2,5,2024,2,40,51
online,fabimontans,2,5,2024,2,42,32
connected,fabimontans,2,5,2024,2,43,31
connected,Altoemilius,2,5,2024,2,45,10
connected,Saborcito,2,5,2024,2,47,51
online,DiegoPlusUltra,2,5,2024,3,1,21
connected,DiegoPlusUltra,2,5,2024,3,1,36
disconnected,Saborcito,2,5,2024,5,9,25
disconnected,fabimontans,2,5,2024,5,9,25
disconnected,DiegoPlusUltra,2,5,2024,5,9,26
disconnected,Altoemilius,2,5,2024,5,9,26
offline,Altoemilius,2,5,2024,5,9,28
offline,DiegoPlusUltra,2,5,2024,5,9,29
offline,fabimontans,2,5,2024,5,11,15
offline,Saborcito,2,5,2024,5,11,19
online,Altoemilius,2,5,2024,16,9,49
offline,Altoemilius,2,5,2024,16,9,50
online,Saborcito,3,5,2024,1,39,52
offline,Saborcito,3,5,2024,1,40,50
online,fabimontans,3,5,2024,1,48,30
online,fabimontans,3,5,2024,2,17,17
online,Altoemilius,3,5,2024,2,19,6
online,fabimontans,3,5,2024,2,29,22
connected,fabimontans,3,5,2024,2,29,25
connected,Altoemilius,3,5,2024,2,31,21
online,Saborcito,3,5,2024,2,48,57
connected,Saborcito,3,5,2024,2,49,19
disconnected,fabimontans,3,5,2024,4,47,57
disconnected,Altoemilius,3,5,2024,4,47,58
disconnected,Saborcito,3,5,2024,4,47,58
offline,Altoemilius,3,5,2024,4,48,1
offline,fabimontans,3,5,2024,4,49,41
offline,Saborcito,3,5,2024,4,50,6
online,Altoemilius,3,5,2024,14,55,50
offline,Altoemilius,3,5,2024,14,58,0
online,Saborcito,3,5,2024,16,44,16
offline,Saborcito,3,5,2024,17,6,47
online,Saborcito,4,5,2024,1,45,9
offline,Saborcito,4,5,2024,1,45,22
online,fabimontans,4,5,2024,2,24,35
online,Altoemilius,4,5,2024,2,36,7
online,Altoemilius,4,5,2024,2,36,40
online,Altoemilius,4,5,2024,2,42,2
online,Saborcito,4,5,2024,2,49,34
connected,fabimontans,4,5,2024,2,49,50
connected,Altoemilius,4,5,2024,2,56,56
connected,Saborcito,4,5,2024,3,0,40
disconnected,fabimontans,4,5,2024,3,24,1
offline,fabimontans,4,5,2024,3,25,36
online,DiegoPlusUltra,4,5,2024,3,55,44
online,DiegoPlusUltra,4,5,2024,4,16,1
online,fabimontans,4,5,2024,4,44,4
connected,fabimontans,4,5,2024,4,44,47
disconnected,Saborcito,4,5,2024,7,24,52
disconnected,Altoemilius,4,5,2024,7,24,52
disconnected,fabimontans,4,5,2024,7,24,52
offline,Altoemilius,4,5,2024,7,24,54
offline,fabimontans,4,5,2024,7,26,41
offline,Saborcito,4,5,2024,7,29,22
online,Saborcito,5,5,2024,1,31,11
offline,Saborcito,5,5,2024,1,31,45
offline,Saborcito,5,5,2024,1,32,43
online,Saborcito,5,5,2024,1,32,43
online,Altoemilius,5,5,2024,2,27,57
online,Altoemilius,5,5,2024,2,48,26
online,fabimontans,5,5,2024,3,2,55
online,Altoemilius,5,5,2024,3,47,35
online,Saborcito,5,5,2024,3,49,19
online,fabimontans,5,5,2024,3,50,14
connected,Saborcito,5,5,2024,3,50,44
connected,fabimontans,5,5,2024,3,51,12
connected,Altoemilius,5,5,2024,3,53,12
online,DiegoPlusUltra,5,5,2024,4,29,2
online,DiegoPlusUltra,5,5,2024,4,38,52
connected,DiegoPlusUltra,5,5,2024,4,39,0
online,DiegoPlusUltra,5,5,2024,5,0,20
disconnected,fabimontans,5,5,2024,7,18,4
offline,fabimontans,5,5,2024,7,19,45
disconnected,Saborcito,5,5,2024,7,30,11
disconnected,Altoemilius,5,5,2024,7,30,11
disconnected,DiegoPlusUltra,5,5,2024,7,30,12
offline,Altoemilius,5,5,2024,7,30,13
offline,DiegoPlusUltra,5,5,2024,7,30,15
offline,Saborcito,5,5,2024,7,31,55
online,Saborcito,5,5,2024,17,49,34
offline,Saborcito,5,5,2024,17,50,0
online,Altoemilius,5,5,2024,22,3,56
offline,Altoemilius,5,5,2024,22,3,59
online,DiegoPlusUltra,5,5,2024,23,27,14
online,Saborcito,5,5,2024,23,52,14
offline,Saborcito,5,5,2024,23,52,21
offline,DiegoPlusUltra,6,5,2024,0,16,42
online,fabimontans,6,5,2024,0,16,46
online,Altoemilius,6,5,2024,1,6,48
online,Altoemilius,6,5,2024,1,40,33
online,fabimontans,6,5,2024,2,9,34
connected,fabimontans,6,5,2024,2,12,27
connected,Altoemilius,6,5,2024,2,25,27
online,Saborcito,6,5,2024,2,38,58
connected,Saborcito,6,5,2024,2,39,30
online,DiegoPlusUltra,6,5,2024,3,22,46
connected,DiegoPlusUltra,6,5,2024,3,22,52
disconnected,fabimontans,6,5,2024,4,44,36
disconnected,Altoemilius,6,5,2024,4,44,37
disconnected,DiegoPlusUltra,6,5,2024,4,44,37
disconnected,Saborcito,6,5,2024,4,44,38
offline,Altoemilius,6,5,2024,4,44,40
offline,DiegoPlusUltra,6,5,2024,4,44,41
offline,Saborcito,6,5,2024,4,46,31
offline,fabimontans,6,5,2024,4,46,35
online,Saborcito,6,5,2024,22,35,52
offline,Saborcito,6,5,2024,22,40,37
online,Saborcito,7,5,2024,2,14,50
online,Altoemilius,7,5,2024,2,23,17
offline,Saborcito,7,5,2024,2,38,57
offline,Altoemilius,7,5,2024,2,43,18
online,Altoemilius,8,5,2024,1,1,44
online,Altoemilius,8,5,2024,1,17,23
online,Altoemilius,8,5,2024,1,33,33
online,fabimontans,8,5,2024,1,57,0
online,Saborcito,8,5,2024,2,15,44
connected,Saborcito,8,5,2024,2,37,53
online,Saborcito,8,5,2024,2,37,53
connected,Altoemilius,8,5,2024,2,39,38
connected,fabimontans,8,5,2024,2,58,21
disconnected,Altoemilius,8,5,2024,4,13,42
offline,Altoemilius,8,5,2024,4,13,42
online,Altoemilius,8,5,2024,4,14,52
connected,Altoemilius,8,5,2024,4,15,26
disconnected,Altoemilius,8,5,2024,4,27,25
disconnected,fabimontans,8,5,2024,4,27,25
disconnected,Saborcito,8,5,2024,4,27,27
offline,Altoemilius,8,5,2024,4,27,28
offline,fabimontans,8,5,2024,4,29,25
offline,Saborcito,8,5,2024,4,31,49
online,Altoemilius,9,5,2024,1,35,33
offline,Altoemilius,9,5,2024,1,35,40
online,Altoemilius,9,5,2024,1,51,57
online,Saborcito,9,5,2024,2,27,25
online,Altoemilius,9,5,2024,2,34,17
connected,Altoemilius,9,5,2024,2,34,25
connected,Saborcito,9,5,2024,2,45,44
disconnected,Altoemilius,9,5,2024,4,56,36
disconnected,Saborcito,9,5,2024,4,56,36
offline,Altoemilius,9,5,2024,4,56,39
offline,Saborcito,9,5,2024,4,58,0
online,Saborcito,10,5,2024,2,15,54
online,fabimontans,10,5,2024,2,43,53
online,Saborcito,10,5,2024,2,49,55
offline,Saborcito,10,5,2024,2,56,12
online,Saborcito,10,5,2024,2,56,45
connected,Saborcito,10,5,2024,3,4,36
connected,fabimontans,10,5,2024,3,5,12
online,Altoemilius,10,5,2024,3,5,20
connected,Altoemilius,10,5,2024,3,5,42
online,DiegoPlusUltra,10,5,2024,4,40,24
disconnected,Saborcito,10,5,2024,4,59,51
disconnected,Altoemilius,10,5,2024,4,59,51
disconnected,fabimontans,10,5,2024,4,59,52
offline,Altoemilius,10,5,2024,4,59,53
offline,fabimontans,10,5,2024,5,1,46
offline,Saborcito,10,5,2024,5,2,6
online,Saborcito,11,5,2024,0,57,41
offline,Saborcito,11,5,2024,0,57,57
online,Altoemilius,11,5,2024,2,45,47
online,Altoemilius,11,5,2024,2,45,54
online,Saborcito,11,5,2024,2,56,0
online,DiegoPlusUltra,11,5,2024,3,4,34
online,Altoemilius,11,5,2024,3,8,30
connected,DiegoPlusUltra,11,5,2024,3,9,13
connected,Altoemilius,11,5,2024,3,11,26
connected,Saborcito,11,5,2024,3,27,9
online,DiegoPlusUltra,11,5,2024,3,28,40
online,DiegoPlusUltra,11,5,2024,3,54,46
disconnected,DiegoPlusUltra,11,5,2024,6,47,3
disconnected,Saborcito,11,5,2024,6,47,3
disconnected,Altoemilius,11,5,2024,6,47,3
offline,Altoemilius,11,5,2024,6,47,5
offline,DiegoPlusUltra,11,5,2024,6,47,7
offline,Saborcito,11,5,2024,6,48,45
online,Saborcito,11,5,2024,21,57,59
offline,Saborcito,11,5,2024,21,58,52
online,fabimontans,12,5,2024,2,40,3
offline,fabimontans,12,5,2024,3,12,7
online,Saborcito,12,5,2024,6,28,2
offline,Saborcito,12,5,2024,6,28,4
online,Saborcito,12,5,2024,19,59,10
offline,Saborcito,12,5,2024,19,59,27
online,Saborcito,12,5,2024,23,1,30
offline,Saborcito,12,5,2024,23,1,44
online,Saborcito,13,5,2024,0,26,33
offline,Saborcito,13,5,2024,0,26,38
online,Altoemilius,13,5,2024,1,55,39
online,DiegoPlusUltra,13,5,2024,2,26,38
connected,Altoemilius,13,5,2024,2,28,3
connected,DiegoPlusUltra,13,5,2024,2,28,55
online,fabimontans,13,5,2024,2,35,49
connected,fabimontans,13,5,2024,2,39,15
online,DiegoPlusUltra,13,5,2024,2,40,16
online,Saborcito,13,5,2024,2,56,29
connected,Saborcito,13,5,2024,2,57,3
disconnected,fabimontans,13,5,2024,4,42,1
disconnected,Altoemilius,13,5,2024,4,42,1
disconnected,DiegoPlusUltra,13,5,2024,4,42,2
disconnected,Saborcito,13,5,2024,4,42,3
offline,Altoemilius,13,5,2024,4,42,4
offline,DiegoPlusUltra,13,5,2024,4,42,6
offline,fabimontans,13,5,2024,4,43,42
offline,Saborcito,13,5,2024,4,43,56
online,Saborcito,13,5,2024,21,51,31
offline,Saborcito,13,5,2024,21,53,14
online,DiegoPlusUltra,15,5,2024,2,23,56
online,fabimontans,15,5,2024,2,43,10
offline,fabimontans,15,5,2024,3,44,49
online,Altoemilius,16,5,2024,0,39,36
online,Altoemilius,16,5,2024,2,9,20
online,Altoemilius,16,5,2024,2,33,35
online,Altoemilius,16,5,2024,2,36,26
online,Altoemilius,16,5,2024,2,37,23
online,Altoemilius,16,5,2024,2,38,25
online,Altoemilius,16,5,2024,2,38,48
online,Saborcito,16,5,2024,2,49,37
online,fabimontans,16,5,2024,2,50,1
online,Altoemilius,16,5,2024,2,50,7
connected,Altoemilius,16,5,2024,2,50,12
connected,fabimontans,16,5,2024,2,50,29
connected,Saborcito,16,5,2024,2,53,20
disconnected,Saborcito,16,5,2024,2,54,32
connected,Saborcito,16,5,2024,2,54,33
disconnected,fabimontans,16,5,2024,4,36,8
disconnected,Saborcito,16,5,2024,4,36,9
disconnected,Altoemilius,16,5,2024,4,36,9
offline,Altoemilius,16,5,2024,4,36,11
offline,fabimontans,16,5,2024,4,37,41
offline,Saborcito,16,5,2024,4,37,47
online,Altoemilius,16,5,2024,14,24,36
online,Altoemilius,16,5,2024,14,25,39
online,Saborcito,16,5,2024,19,31,37
online,Saborcito,16,5,2024,20,28,27
offline,Saborcito,16,5,2024,20,49,41
online,Saborcito,17,5,2024,2,10,2
offline,Saborcito,17,5,2024,2,10,20
online,Altoemilius,17,5,2024,2,33,48
online,Saborcito,17,5,2024,2,42,59
connected,Saborcito,17,5,2024,2,53,40
connected,Altoemilius,17,5,2024,3,5,11
online,fabimontans,17,5,2024,3,14,41
connected,fabimontans,17,5,2024,3,15,14
disconnected,Saborcito,17,5,2024,4,50,11
disconnected,Altoemilius,17,5,2024,4,50,11
disconnected,fabimontans,17,5,2024,4,50,11
offline,Altoemilius,17,5,2024,4,50,14
offline,Saborcito,17,5,2024,4,51,47
offline,fabimontans,17,5,2024,4,52,5
online,Altoemilius,18,5,2024,1,32,4
online,Altoemilius,18,5,2024,1,52,48
online,Altoemilius,18,5,2024,2,3,25
online,Altoemilius,18,5,2024,2,3,29
online,Saborcito,18,5,2024,2,11,44
offline,Saborcito,18,5,2024,2,11,51
online,Altoemilius,18,5,2024,2,33,8
online,Altoemilius,18,5,2024,2,36,46
online,DiegoPlusUltra,18,5,2024,3,5,53
online,Saborcito,18,5,2024,3,10,8
connected,Altoemilius,18,5,2024,3,15,34
connected,Saborcito,18,5,2024,3,27,14
online,DiegoPlusUltra,18,5,2024,4,1,13
online,DiegoPlusUltra,18,5,2024,4,1,20
connected,DiegoPlusUltra,18,5,2024,4,3,23
disconnected,Altoemilius,18,5,2024,5,45,54
disconnected,Saborcito,18,5,2024,5,45,55
disconnected,DiegoPlusUltra,18,5,2024,5,45,55
offline,Altoemilius,18,5,2024,5,45,57
offline,DiegoPlusUltra,18,5,2024,5,46,7
offline,Saborcito,18,5,2024,5,46,23
online,Saborcito,18,5,2024,17,56,24
offline,Saborcito,18,5,2024,17,57,0
online,Saborcito,18,5,2024,23,19,2
offline,Saborcito,18,5,2024,23,20,3
online,fabimontans,19,5,2024,3,1,32
offline,fabimontans,19,5,2024,3,5,15
online,Saborcito,19,5,2024,19,19,5
offline,Saborcito,19,5,2024,19,19,25
online,Altoemilius,20,5,2024,1,29,55
online,DiegoPlusUltra,20,5,2024,2,0,2
online,DiegoPlusUltra,20,5,2024,2,0,51
online,DiegoPlusUltra,20,5,2024,2,7,16
online,DiegoPlusUltra,20,5,2024,2,13,54
online,DiegoPlusUltra,20,5,2024,2,53,43
online,fabimontans,20,5,2024,3,11,23
online,DiegoPlusUltra,20,5,2024,3,23,20
offline,fabimontans,20,5,2024,3,23,31
online,DiegoPlusUltra,20,5,2024,4,2,26
online,DiegoPlusUltra,20,5,2024,4,43,34
online,Saborcito,20,5,2024,22,58,56
online,Saborcito,20,5,2024,23,26,27
offline,Saborcito,20,5,2024,23,35,51
online,Saborcito,21,5,2024,1,58,20
offline,Saborcito,21,5,2024,1,58,24
online,Altoemilius,21,5,2024,2,27,21
online,DiegoPlusUltra,21,5,2024,2,36,13
online,Saborcito,21,5,2024,2,46,36
connected,Saborcito,21,5,2024,2,47,56
connected,Altoemilius,21,5,2024,2,48,8
online,DiegoPlusUltra,21,5,2024,2,48,15
online,DiegoPlusUltra,21,5,2024,2,52,33
connected,DiegoPlusUltra,21,5,2024,2,52,56
online,fabimontans,21,5,2024,3,27,51
offline,fabimontans,21,5,2024,3,30,54
disconnected,Altoemilius,21,5,2024,4,51,50
disconnected,Saborcito,21,5,2024,4,51,51
disconnected,DiegoPlusUltra,21,5,2024,4,51,51
offline,Altoemilius,21,5,2024,4,51,53
offline,DiegoPlusUltra,21,5,2024,4,51,54
offline,Saborcito,21,5,2024,4,53,22
online,Saborcito,22,5,2024,1,26,21
offline,Saborcito,22,5,2024,1,51,46
online,Saborcito,22,5,2024,1,51,59
offline,Saborcito,22,5,2024,1,52,4
online,Altoemilius,22,5,2024,2,18,59
online,Saborcito,22,5,2024,2,34,19
online,DiegoPlusUltra,22,5,2024,2,49,40
connected,DiegoPlusUltra,22,5,2024,2,50,51
connected,Altoemilius,22,5,2024,2,51,46
connected,Saborcito,22,5,2024,2,55,57
online,DiegoPlusUltra,22,5,2024,3,6,15
disconnected,Saborcito,22,5,2024,4,55,6
disconnected,Altoemilius,22,5,2024,4,55,6
disconnected,DiegoPlusUltra,22,5,2024,4,55,7
offline,Altoemilius,22,5,2024,4,55,10
offline,DiegoPlusUltra,22,5,2024,4,55,10
offline,Saborcito,22,5,2024,4,56,34
online,Altoemilius,23,5,2024,1,44,1
online,Saborcito,23,5,2024,1,52,54
offline,Saborcito,23,5,2024,1,53,0
online,Saborcito,23,5,2024,2,22,55
connected,Altoemilius,23,5,2024,2,35,14
online,fabimontans,23,5,2024,2,43,27
connected,Saborcito,23,5,2024,2,43,34
connected,fabimontans,23,5,2024,2,43,51
disconnected,fabimontans,23,5,2024,4,41,36
disconnected,Altoemilius,23,5,2024,4,41,37
disconnected,Saborcito,23,5,2024,4,41,37
offline,Altoemilius,23,5,2024,4,41,40
offline,fabimontans,23,5,2024,4,43,20
offline,Saborcito,23,5,2024,4,43,35
online,fabimontans,24,5,2024,1,51,14
online,Altoemilius,24,5,2024,2,2,26
connected,fabimontans,24,5,2024,2,28,17
online,Saborcito,24,5,2024,2,33,53
online,Altoemilius,24,5,2024,2,40,11
connected,Altoemilius,24,5,2024,2,43,53
connected,Saborcito,24,5,2024,2,53,21
online,DiegoPlusUltra,24,5,2024,3,0,34
connected,DiegoPlusUltra,24,5,2024,3,1,8
disconnected,fabimontans,24,5,2024,4,18,48
offline,fabimontans,24,5,2024,4,20,16
online,DiegoPlusUltra,24,5,2024,4,34,33
disconnected,Saborcito,24,5,2024,4,41,52
disconnected,DiegoPlusUltra,24,5,2024,4,41,53
disconnected,Altoemilius,24,5,2024,4,41,53
offline,Altoemilius,24,5,2024,4,41,55
offline,DiegoPlusUltra,24,5,2024,4,41,57
offline,Saborcito,24,5,2024,4,43,50
online,Altoemilius,24,5,2024,14,37,2
offline,Altoemilius,24,5,2024,15,7,43
online,Altoemilius,24,5,2024,22,59,32
offline,Altoemilius,24,5,2024,23,3,23
online,Altoemilius,25,5,2024,2,10,23
online,fabimontans,25,5,2024,2,20,48
online,Altoemilius,25,5,2024,2,31,55
online,Altoemilius,25,5,2024,2,33,18
offline,Altoemilius,25,5,2024,2,44,1
online,Altoemilius,25,5,2024,2,44,34
connected,fabimontans,25,5,2024,3,6,22
connected,Altoemilius,25,5,2024,3,13,11
online,Saborcito,25,5,2024,3,14,29
connected,Saborcito,25,5,2024,3,16,45
online,DiegoPlusUltra,25,5,2024,5,17,51
connected,DiegoPlusUltra,25,5,2024,5,27,47
disconnected,fabimontans,25,5,2024,5,45,1
offline,fabimontans,25,5,2024,5,46,42
disconnected,Altoemilius,25,5,2024,6,31,41
disconnected,Saborcito,25,5,2024,6,31,42
disconnected,DiegoPlusUltra,25,5,2024,6,31,42
offline,Altoemilius,25,5,2024,6,31,45
offline,DiegoPlusUltra,25,5,2024,6,31,46
offline,Saborcito,25,5,2024,6,32,10
online,Saborcito,25,5,2024,21,43,37
offline,Saborcito,25,5,2024,21,44,16
online,Altoemilius,26,5,2024,5,31,6
online,Saborcito,26,5,2024,18,4,19
online,Saborcito,26,5,2024,19,59,25
offline,Saborcito,26,5,2024,20,0,48
online,Saborcito,26,5,2024,20,11,2
offline,Saborcito,26,5,2024,20,11,58
online,fabimontans,27,5,2024,0,14,21
online,Altoemilius,27,5,2024,1,55,8
online,DiegoPlusUltra,27,5,2024,2,22,52
online,Saborcito,27,5,2024,2,43,56
connected,fabimontans,27,5,2024,2,45,9
connected,Altoemilius,27,5,2024,2,48,45
connected,Saborcito,27,5,2024,2,50,34
connected,DiegoPlusUltra,27,5,2024,2,58,31
disconnected,fabimontans,27,5,2024,4,29,57
disconnected,DiegoPlusUltra,27,5,2024,4,29,58
disconnected,Altoemilius,27,5,2024,4,29,59
disconnected,Saborcito,27,5,2024,4,29,59
offline,Altoemilius,27,5,2024,4,30,1
offline,DiegoPlusUltra,27,5,2024,4,30,2
offline,Saborcito,27,5,2024,4,30,20
offline,fabimontans,27,5,2024,4,31,22
online,Altoemilius,27,5,2024,15,22,29
offline,Altoemilius,27,5,2024,15,22,31
online,Saborcito,27,5,2024,20,25,19
online,Saborcito,27,5,2024,20,44,47
offline,Saborcito,27,5,2024,20,45,11
online,Altoemilius,28,5,2024,1,42,2
online,Saborcito,28,5,2024,1,50,54
online,Altoemilius,28,5,2024,2,14,32
connected,Altoemilius,28,5,2024,2,41,1
connected,Saborcito,28,5,2024,2,51,27
online,fabimontans,28,5,2024,3,17,13
connected,fabimontans,28,5,2024,3,17,42
disconnected,Saborcito,28,5,2024,4,56,43
disconnected,fabimontans,28,5,2024,4,56,43
disconnected,Altoemilius,28,5,2024,4,56,43
offline,Altoemilius,28,5,2024,4,56,46
offline,fabimontans,28,5,2024,4,58,35
offline,Saborcito,28,5,2024,4,58,48
online,Altoemilius,28,5,2024,19,43,41
offline,Altoemilius,28,5,2024,19,43,45
online,fabimontans,28,5,2024,22,43,15
online,Saborcito,29,5,2024,2,5,2
connected,fabimontans,29,5,2024,2,8,31
online,Altoemilius,29,5,2024,2,32,0
online,Altoemilius,29,5,2024,2,34,36
connected,Altoemilius,29,5,2024,2,48,13
connected,Saborcito,29,5,2024,2,53,0
disconnected,fabimontans,29,5,2024,4,37,20
disconnected,Altoemilius,29,5,2024,4,37,21
disconnected,Saborcito,29,5,2024,4,37,24
offline,Altoemilius,29,5,2024,4,37,24
offline,fabimontans,29,5,2024,4,38,51
offline,Saborcito,29,5,2024,4,43,54
online,Altoemilius,29,5,2024,14,42,59
offline,Altoemilius,29,5,2024,14,44,50
online,Saborcito,29,5,2024,19,55,56
online,Saborcito,29,5,2024,20,44,52
offline,Saborcito,29,5,2024,22,2,2
online,Saborcito,30,5,2024,1,58,58
offline,Saborcito,30,5,2024,2,9,30
online,Saborcito,30,5,2024,2,26,19
offline,Saborcito,30,5,2024,2,26,43
online,Altoemilius,30,5,2024,2,42,23
online,Saborcito,30,5,2024,2,45,14
connected,Altoemilius,30,5,2024,2,50,26
connected,Saborcito,30,5,2024,2,56,22
online,fabimontans,30,5,2024,3,35,23
connected,fabimontans,30,5,2024,3,36,2
disconnected,fabimontans,30,5,2024,4,49,32
disconnected,Altoemilius,30,5,2024,4,49,32
disconnected,Saborcito,30,5,2024,4,49,32
offline,Altoemilius,30,5,2024,4,49,35
offline,fabimontans,30,5,2024,4,51,11
offline,Saborcito,30,5,2024,4,56,56
online,Altoemilius,30,5,2024,14,55,1
offline,Altoemilius,30,5,2024,14,55,13
online,Saborcito,30,5,2024,20,7,54
online,Saborcito,30,5,2024,21,10,18
offline,Saborcito,30,5,2024,22,48,7
online,Saborcito,31,5,2024,2,8,21
offline,Saborcito,31,5,2024,2,9,54
online,Altoemilius,31,5,2024,2,18,46
online,fabimontans,31,5,2024,2,36,40
connected,fabimontans,31,5,2024,2,45,51
connected,Altoemilius,31,5,2024,2,51,7
online,DiegoPlusUltra,31,5,2024,2,52,34
connected,DiegoPlusUltra,31,5,2024,2,52,40
online,Saborcito,31,5,2024,2,56,54
connected,Saborcito,31,5,2024,2,57,35
disconnected,fabimontans,31,5,2024,4,27,29
offline,fabimontans,31,5,2024,4,29,9
disconnected,Saborcito,31,5,2024,5,11,43
disconnected,DiegoPlusUltra,31,5,2024,5,11,44
disconnected,Altoemilius,31,5,2024,5,11,44
offline,Altoemilius,31,5,2024,5,11,47
offline,DiegoPlusUltra,31,5,2024,5,11,48
offline,Saborcito,31,5,2024,5,13,50
online,Saborcito,31,5,2024,20,51,47
online,Saborcito,31,5,2024,21,56,46
offline,Saborcito,31,5,2024,22,23,1
online,DiegoPlusUltra,1,6,2024,2,31,24
online,DiegoPlusUltra,1,6,2024,3,17,1
online,Altoemilius,1,6,2024,3,23,32
